test_id,android_device_id,android_fingerprint,test_date,client_ip_address,download_kbps,upload_kbps,latency,server_name,server_country,server_country_code,server_latitude,server_longitude,server_sponsor_name,client_country,client_country_code,client_region_name,client_region_code,client_city,client_latitude,client_longitude,miles_between,isp_name,is_isp,network_operator_name,mcc,mnc,pre_connection_type,post_connection_type,brand,device,hardware,build_id,manufacturer,model,product,cdma_cell_id,gsm_cell_id,location_type,gmaps_formatted_address,gmaps_name,gmaps_type,gmaps_country,gmaps_country_code,gmaps_region,gmaps_subregion,gmaps_subsubregion,gmaps_postal_code
2589797008,152541191,"Lenovo/aio_row/A7000-a:5.0/LRX21M/RA7000-a_S153_151127_ROW.11271333:user/release-keys","2017-02-01 00:01:31","31.45.226.xxx",10271,1668,47,"Banja Luka","Bosnia and Herzegovina","BA",44.7667,17.1833,"BLIC.NET","Croatia","HR","City of Zagreb","21","Zagreb",45.73330,15.96670,89.3296,"Vipnet Ltd.",1,"HR VIP","219","10",11,17,"Lenovo","A7000-a","mt6752","LRX21M","LENOVO","Lenovo A7000-a","aio_row","","154998408",2,"10020, Mala Mlaka, Croatia","Mala Mlaka","locality","Croatia","HR","City of Zagreb","","","10020"
2589797010,139246315,"samsung/a53gxx/a53g:6.0.1/MMB29M/A500HXXU1CPH8:user/release-keys","2017-02-01 00:01:32","197.17.119.xxx",6490,1859,49,"Tunis","Tunisia","TN",36.8000,10.1833,"Topnet","Tunisia","TN","UNKNOWN","??","UNKNOWN",34.00000,9.00000,204.841,"Agence Tunisienne Internet - ATI",1,"Ooredoo TN","605","3",17,17,"samsung","a53g","qcom","MMB29M","samsung","SM-A500H","a53gxx","","688831",2,"Tunisia","Tunisia","country","Tunisia","TN","","","",""
2589797016,139493500,"asus/WW_Z016/Z016:6.0.1/MXB48T/WW_user_4.12.40.1698_20161228:user/release-keys","2017-02-01 00:01:32","27.246.0.xxx",25657,11156,24,"Taichung","Taiwan","TW",24.1500,120.6667,"Far EasTone Telecommunications Co., Ltd","Taiwan","TW","Chiayi County","CYI","Alishan",23.55401,120.87222,43.2266,"Far EastTone Telecommunication Co.",1,"遠傳電信","466","1",15,15,"asus","Z016","qcom","MXB48T","asus","ASUS_Z016D","WW_Z016","","138262293",1,"556, Taiwan, 南投縣信義鄉同富村","同富村","administrative_area_level_4","Taiwan","TW","Taiwan Province","Nantou County","Xinyi Township, 同富村","556"
2589797018,134527337,"asus/WW_Phone/ASUS_Z017D_1:6.0.1/MMB29P/13.20.10.152-20161222:user/release-keys","2017-02-01 00:01:32","1.200.208.xxx",21591,6111,18,"Taipei","Taiwan","TW",25.0333,121.5333,"Taipeinet","Taiwan","TW","UNKNOWN","??","Taipei",25.04180,121.49660,2.37425,"Vibo Telecom",1,"台灣之星","466","89",15,15,"asus","ASUS_Z017D_1","qcom","MMB29P","asus","ASUS_Z017DA","WW_Phone","","60168243",2,"Taipei, Taipei City, Taiwan","Taipei","locality","Taiwan","TW","Taipei City","","","108"
2589797019,94182034,"samsung/j7eltexx/j7elte:6.0.1/MMB29K/J700FXXU2BPH3:user/release-keys","2017-02-01 00:01:32","42.153.41.xxx",9501,9787,111,"Bayan Lepas","Malaysia","MY",5.2945,100.2593,"Cirrus Dot Com Sdn Bhd","Malaysia","MY","Penang","07","George Town",5.41623,100.31970,9.38975,"Webe Digital Sdn. Bhd.",0,"webe","502","153",15,15,"samsung","j7elte","samsungexynos7580","MMB29K","samsung","SM-J700F","j7eltexx","","54042125",1,"George Town, Pulau Pinang, Malaysia","George Town","locality","Malaysia","MY","Penang","Timur Laut Pulau Pinang","Bandaraya Georgetown","10450"
2589797024,130074706,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.1.1.0.MHOMIDI:user/release-keys","2017-02-01 00:01:32","123.136.106.xxx",15414,5964,22,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"YTL Broadband","Malaysia","MY","Selangor","10","Rawang",3.36718,101.57708,17.7502,"U Mobile Sdn Bhd",1,"MY CELCOM","502","19",0,0,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","207777637",1,"Rawang, Selangor, Malaysia","Rawang","locality","Malaysia","MY","Selangor","","","48200"
2589797025,141187364,"samsung/j2ltedd/j2lte:5.1.1/LMY47X/J200GDCU2APL6:user/release-keys","2017-02-01 00:01:32","139.167.173.xxx",3339,551,63,"Noida","India","IN",28.5700,77.3200,"RINetworks","India","IN","Uttarakhand","UT","Kichha",28.97554,79.40166,129.291,"Jio",1,"JIO4G","405","870",15,15,"samsung","j2lte","universal3475","LMY47X","samsung","SM-J200G","j2ltedd","","1174802",1,"Rudrapur, Uttarakhand 263153, India","Rudrapur","locality","India","IN","Uttarakhand","Udham Singh Nagar","","263153"
2589797028,65831309,"Sony/D2303/D2303:4.3/18.0.C.1.13/8nv_bw:user/release-keys","2017-02-01 00:01:32","27.55.27.xxx",20605,2490,37,"Bangkok","Thailand","TH",13.7500,100.4833,"Shama Thunder","Thailand","TH","Bangkok","10","Bangkok",13.79154,100.54974,5.30461,"True Internet",1,"TH 3G+","","",17,17,"Sony","D2303","qcom","18.0.C.1.13","Sony","D2303","D2303","","810622",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10400"
2589797029,148994195,"samsung/j1aceveltejv/j1acevelte:5.1.1/LMY47V/J111FXXU0APL8:user/release-keys","2017-02-01 00:01:32","203.82.94.xxx",3340,3096,69,"Kuala Lumpur","Malaysia","MY",3.1357,101.6880,"Celcom Axiata","Malaysia","MY","Pahang","06","Kampung Sertik",3.54018,102.12254,41.0247,"Celcom Internet Service Provider",1,"MY CELCOM","","",17,17,"samsung","j1acevelte","sc8830","LMY47V","samsung","SM-J111F","j1aceveltejv","","27045243",1,"Lanchang, Pahang, Malaysia","Lanchang","locality","Malaysia","MY","Pahang","Temerloh","Semantan","28500"
2589797034,132701952,"samsung/heroltexx/herolte:6.0.1/MMB29K/G930FXXU1BPJE:user/release-keys","2017-02-01 00:01:32","188.170.195.xxx",42692,9291,35,"Krasnodar","Russian Federation","RU",45.0333,38.9667,"Megafon","Russia","RU","Krasnodar Krai","KDA","Krasnodar",45.04480,38.97600,0.916261,"PJSC MegaFon",1,"MegaFon","250","2",0,0,"samsung","herolte","samsungexynos8890","NRD90M","samsung","SM-G930F","heroltexx","","244507140",2,"Krasnodar, Krasnodar Krai, Russia","Krasnodar","locality","Russia","RU","Krasnodar Krai","gorod Krasnodar","","350020"
2589797044,151283961,"Xiaomi/dior/dior:4.4.4/KTU84P/V8.1.4.0.KHIMIDI:user/release-keys","2017-02-01 00:01:33","106.210.209.xxx",5136,156,49,"Pune","India","IN",18.5203,73.8567,"ICC Netspeed","India","IN","Maharashtra","MH","Pune",18.49147,73.85642,1.99214,"BHARTI Airtel",1,"40490","404","90",17,17,"Xiaomi","dior","qcom","KTU84P","Xiaomi","HM NOTE 1LTE","dior","","1013786",1,"Pune, Maharashtra 411001, India","Pune","locality","India","IN","Maharashtra","Pune","","411009"
2589797047,150890328,"samsung/royxx/roy:4.1.2/JZO54K/S6312XXAMBG:user/release-keys","2017-02-01 00:01:33","46.211.1.xxx",4589,4269,78,"Kropyvnytskyi","Ukraine","UA",48.5132,32.2597,"ISP INFOCOM","Ukraine","UA","Kirovohrads'ka oblast","35","Kropyvnytskyi",48.51181,32.25750,0.139822,"Kyivstar PJSC",1,"UA-KYIVSTAR","","",11,11,"samsung","roy","qcom","JZO54K","samsung","GT-S6312","royxx","","19867684",1,"Kirovohrad, Kirovohrads'ka oblast, Ukraine","Kirovohrad","locality","Ukraine","UA","Kirovohrads'ka oblast","Kirovohrads'ka city council","","25000"
2589797048,111007784,"samsung/heroltexx/herolte:6.0.1/MMB29K/G930FXXU1BPH6:user/release-keys","2017-02-01 00:01:33","46.19.86.xxx",47240,32276,18,"Baqa el-Gharbiya","Israel","IL",32.4946,35.0941,"LAN-WAN I.T Services LTD","Israel","IL","Haifa District","HA","Barqay",32.48115,35.02537,4.11583,"Pelephone",0,"Pelephone","425","3",15,15,"samsung","herolte","samsungexynos8890","MMB29K","samsung","SM-G930F","heroltexx","","1814529",1,"Menashe, Israel","Menashe","administrative_area_level_4","Israel","IL","Menashe","","",""
2589797055,37872712,"samsung/jfltexx/jflte:5.0.1/LRX22C/I9505XXUHOJ2:user/release-keys","2017-02-01 00:01:33","80.187.108.xxx",27189,14030,55,"Salzgitter","Germany","DE",52.1379,10.3899,"Hanne & Fomenko GbR","Germany","DE","UNKNOWN","??","UNKNOWN",51.29930,9.49100,69.6302,"Deutsche Telekom AG",1,"Telekom.de","","",15,15,"samsung","jflte","qcom","LRX22C","samsung","GT-I9505","jfltexx","","34360321",2,"Germany","Germany","country","Germany","DE","","","",""
2589797063,152208919,"htc/v36bml_dugl_00400/htc_v36bml_dugl:5.1/LMY47D/838460.1:user/release-keys","2017-02-01 00:01:34","2.72.180.xxx",1478,399,37,"Almaty","Kazakhstan","KZ",43.2500,76.9167,"Beeline KZ","Kazakhstan","KZ","Almaty Region","ALM","Qaskeleng",43.20179,76.62795,14.933,"Kcell JSC",1,"ACTIV","401","2",17,17,"htc","htc_v36bml_dugl","mt6735","LMY47D","HTC","HTC Desire 628 dual sim","v36bml_dugl_00400","","78712909",1,"Kaskelen, Kazakhstan","Kaskelen","locality","Kazakhstan","KZ","Almaty Region","Karasay District","",""
2589797065,35520608,"samsung/santos103gxx/santos103g:4.4.2/KOT49H/P5200XXUBNK1:user/release-keys","2017-02-01 00:01:34","37.177.61.xxx",4480,3751,39,"Milan","Italy","IT",45.4640,9.1916,"Vodafone IT","Italy","IT","Lombardy","25","Milan",45.46670,9.20000,0.44828,"Vodafone Omnitel B.V.",1,"vodafone IT","","",17,17,"samsung","santos103g","santos103g","KOT49H","samsung","GT-P5200","santos103gxx","","26475063",2,"Milan, Italy","Milan","locality","Italy","IT","Lombardy","Metropolitan City of Milan","Milan","20122"
2589797072,152541748,"Micromax/Q465/Q465:5.1/LMY47D/20160427.220546:user/release-keys","2017-02-01 00:01:34","49.35.60.xxx",3576,325,69,"Latur","India","IN",18.4000,76.5600,"Intech Online Pvt Ltd","India","IN","Maharashtra","MH","Ambajogai",18.72365,76.38561,25.1357,"Reliance Jio Infocomm Ltd",1,"Jio 4G","","",15,15,"Micromax","Q465","sc9832","LMY47D","Micromax","Micromax Q465","Q465","","1913892",1,"Ambajogai, Maharashtra 431517, India","Ambajogai","locality","India","IN","Maharashtra","Beed","","431517"
2589797073,97180950,"samsung/trhpltexx/trhplte:6.0.1/MMB29K/N910UXXU2DPL1:user/release-keys","2017-02-01 00:01:34","180.217.215.xxx",8826,8926,37,"Kaohsiung","Taiwan","TW",22.6333,120.2667,"Taiwan Star Telecom Co., Ltd.","Taiwan","TW","Kaohsiung City","KHH","Kaohsiung City",22.63330,120.35000,5.318,"Vibo Telecom",1,"T Star","","",15,15,"samsung","trhplte","universal5433","MMB29K","samsung","SM-N910U","trhpltexx","","180230915",2,"Kaohsiung, Gushan District, Kaohsiung City, Taiwan","Kaohsiung","locality","Taiwan","TW","Kaohsiung City","Fengshan District","文華里","830"
2589797074,100953888,"asus/WW_Z008/Z008_1:5.0/LRX21V/2.20.40.156_20160815_8487_user:user/release-keys","2017-02-01 00:01:34","120.188.82.xxx",1177,773,59,"Jakarta","Indonesia","ID",-6.1745,106.8227,"BoltSuper4G","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.17440,106.82940,0.460709,"PT Indosat Tbk.",1,"INDOSAT OOREDOO@","510","1",17,17,"asus","Z008_1","mofd_v1","LRX21V","asus","ASUS_Z008D","WW_Z008","","136396795",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
2589797075,152541799,"INTEX/S680W_INT/S680W_INT:4.4.2/KOT49H/20150317.200551:user/release-keys","2017-02-01 00:01:34","37.211.198.xxx",4297,1522,35,"Doha","Qatar","QA",25.2867,51.5333,"Vodafone  QA","Qatar","QA","Doha","DA","Doha",25.28670,51.53330,0,"OOREDOO",1,"Ooredoo","","",17,17,"INTEX","Aqua_Xtreme_V","mt6592","KOT49H","INTEX","Aqua XtremeV","Aqua_Xtreme_V","","782790",2,"Doha, Qatar","Doha","locality","Qatar","QA","Doha","","",""
2589797078,138215395,"samsung/zenltexx/zenlte:6.0.1/MMB29K/G928FXXS3BPIB:user/release-keys","2017-02-01 00:01:34","89.204.155.xxx",27632,7455,31,"Dusseldorf","Germany","DE",51.2256,6.7828,"cuegee it gmbh","Germany","DE","North Rhine-Westphalia","NW","Wuppertal",51.27420,7.22030,19.2377,"Telefonica Germany",1,"o2 - de","262","7",15,15,"samsung","zenlte","samsungexynos7420","MMB29K","samsung","SM-G928F","zenltexx","","12837657",2,"Wuppertal, Germany","Wuppertal","locality","Germany","DE","North Rhine-Westphalia","Düsseldorf","","42277"
2589797086,100684737,"samsung/trltexx/trlte:4.4.4/KTU84P/N910FXXU1ANJ4:user/release-keys","2017-02-01 00:01:34","178.241.2.xxx",107151,43160,36,"Istanbul","Turkey","TR",41.0136,28.9550,"Turkcell Superonline","Turkey","TR","UNKNOWN","??","UNKNOWN",41.02140,28.99480,2.14612,"Turkcell",1,"TURKCELL","","",15,15,"samsung","trlte","qcom","KTU84P","samsung","SM-N910F","trltexx","","24671304",2,"Turkey","Turkey","country","Turkey","TR","","","",""
2589797087,150087884,"YotaPhone/yotaphone2/yotaphone2:5.0/LRX21M/5.0.0-RU1.1.134:user/release-keys","2017-02-01 00:01:34","217.66.156.xxx",1007,293,67,"Saint Petersburg","Russian Federation","RU",59.9333,30.3333,"MTS OJSC","Russia","RU","St Petersburg","SPE","Saint Petersburg",59.89440,30.26420,3.60283,"MTS PJSC",1,"MTS RUS","250","1",17,17,"YotaPhone","yotaphone2","qcom","LRX21M","Yota Devices Limited","YD201","yotaphone2","","68064465",2,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","198099"
2589797089,149185121,"LYF/LS5505/LS-5505:6.0.1/LYF_LS-5505_01_05/build10061237:userdebug/test-keys","2017-02-01 00:01:34","49.44.51.xxx",101196,9478,56,"Andheri","India","IN",19.1136,72.8697,"AirNet Network & Datacom Pvt Ltd","India","IN","Maharashtra","MH","Mumbai",19.20334,72.85241,6.3067,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"LYF","LS-5505","qcom","LYF_LS-5505_01_05","LYF","LS-5505","LS5505","","83968018",1,"Mumbai, Maharashtra, India","Mumbai","locality","India","IN","Maharashtra","Mumbai","","400067"
2589797093,151892407,"vivo/Y21L/Y21L:5.1.1/LMY47V/compiler12301551:user/release-keys","2017-02-01 00:01:34","47.247.205.xxx",381,0,38,"Bhopal","India","IN",23.2599,77.4126,"Jio","India","IN","Chhattisgarh","CT","Andi",20.49373,81.36795,317.879,"Jio",1,"Jio 4G","405","863",15,15,"vivo","Y21L","qcom","LMY47V","vivo","vivo Y21L","Y21L","","607794",1,"Charama, Chhattisgarh 494337, India","Charama","locality","India","IN","Chhattisgarh","Kanker","","494337"
2589797094,152541791,"Xiaomi/kenzo/kenzo:6.0.1/MMB29M/V8.1.1.0.MHOMIDI:user/release-keys","2017-02-01 00:01:35","49.44.51.xxx",420,2503,60,"Mumbai","India","IN",18.9647,72.8258,"SevenStar pvt ltd.","India","IN","Maharashtra","MH","Mira Road",19.27701,72.86133,21.7261,"Reliance Jio Infocomm Ltd",1,"Jio 4G","405","874",15,15,"Xiaomi","kenzo","qcom","MMB29M","Xiaomi","Redmi Note 3","kenzo","","504114",1,"Mira Bhayandar, Maharashtra, India","Mira Bhayandar","locality","India","IN","Maharashtra","Thane","","401107"
2589797097,17568583,"samsung/GT-I9100/GT-I9100:4.1.2/JZO54K/I9100XWLSE:user/release-keys","2017-02-01 00:01:35","37.73.229.xxx",5891,3199,49,"Dnepropetrovsk","Ukraine","UA",48.4500,34.9833,"GTS, LLC","Ukraine","UA","Dnipropetrovsk Oblast","12","Dniprodzerzhyns'k",48.51264,34.57858,19.0541,"Limited Liability Company lifecell",1,"lifecell","","",17,17,"Samsung","GT-I9100","smdk4210","JZO54K","samsung","GT-I9100","GT-I9100","","74871285",1,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine","Dniprodzerzhyns'k","locality","Ukraine","UA","Dnipropetrovsk Oblast","Dniprodzerzhyns'ka city council","","51900"
2589797100,51143247,"samsung/hltexx/hlte:5.0/LRX21V/N9005XXUGBPH2:user/release-keys","2017-02-01 00:01:35","83.220.236.xxx",1225,3319,319,"Moscow","Russian Federation","RU",55.7517,37.6178,"RusCentroSvas","Russia","RU","Moscow","MOW","Moscow",55.68110,37.62397,4.88956,"VimpelCom",1,"Beeline","","",17,17,"samsung","hlte","qcom","LRX21V","samsung","SM-N9005","hltexx","","142683210",1,"Moscow, Russia","Moscow","locality","Russia","RU","Moscow","gorod Moskva","","115230"
2589797101,126807301,"samsung/j3xnltexx/j3xnlte:5.1.1/LMY47V/J320FNXXU0APB4:user/release-keys","2017-02-01 00:01:35","109.245.33.xxx",16245,15170,19,"Belgrade","Serbia","RS",44.8206,20.4622,"Telenor d.o.o.","Serbia","RS","UNKNOWN","??","Belgrade",44.81860,20.46810,0.32078,"Telenor d.o.o. Beograd",1,"Telenor SRB","","",15,15,"samsung","j3xnlte","sc8830","LMY47V","samsung","SM-J320FN","j3xnltexx","","1687328",2,"Belgrade, Serbia","Belgrade","locality","Serbia","RS","City of Belgrade","","",""
2589797103,152541749,"samsung/kltexx/klte:6.0.1/MMB29M/G900FXXS1CPLV:user/release-keys","2017-02-01 00:01:35","37.165.227.xxx",543,596,57,"Lyon","France","FR",45.7669,4.8342,"LaFibre.info","France","FR","Bourgogne-Franche-Comte","BFC","Charnay-les-Macon",46.28789,4.78776,36.1066,"Free Mobile SAS",1,"Free","208","1",17,17,"samsung","klte","qcom","MMB29M","samsung","SM-G900F","kltexx","","17485974",1,"Charnay-lès-Mâcon, France","Charnay-lès-Mâcon","locality","France","FR","Burgundy","Saône-et-Loire","","71850"
2589797105,130300459,"YU/YUPHORIA/YUPHORIA:5.1.1/LMY47V/YU-YU5010_V010_081015:user/release-keys","2017-02-01 00:01:35","106.77.161.xxx",20662,193,151,"Kochi","India","IN",9.9770,76.2700,"Kings Broadband","India","IN","Kerala","KL","UNKNOWN",9.96670,76.23330,2.59957,"Idea Cellular",1,"IDEA","404","19",15,15,"YU","YUPHORIA","qcom","LMY47V","YU","YU5010A","YUPHORIA","","10731817",2,"Ernakulam, Kerala, India","Ernakulam","administrative_area_level_2","India","IN","Kerala","Ernakulam","",""
2589797111,60139969,"Sony/D2303/D2303:4.3/18.0.C.1.13/8nv_bw:user/release-keys","2017-02-01 00:01:35","223.24.59.xxx",17305,1904,49,"Bangkok","Thailand","TH",13.7500,100.4833,"Shama Thunder","Thailand","TH","Bangkok","10","Bangkok",13.68915,100.64748,11.8105,"True Internet",1,"TH 3G+","","",17,17,"Sony","D2303","qcom","18.0.C.1.13","Sony","D2303","D2303","","7484544",1,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10250"
2589797117,98964824,"Meizu/meizu_PRO5/PRO5:5.1/LMY47D/1470363971:user/release-keys","2017-02-01 00:01:35","178.205.62.xxx",2890,652,33,"Kazan","Russian Federation","RU",55.7951,49.1089,"Rostelecom","Russia","RU","Tatarstan","TA","Kazan’",55.76790,49.16310,2.82591,"OJSC OAO TATTELECOM",1,"","250","27",15,15,"Meizu","PRO5","m86","LMY47D","Meizu","PRO 5","meizu_PRO5","","97026",2,"Kazan, Tatarstan, Russia","Kazan","locality","Russia","RU","Tatarstan","gorod Kazan'","","420105"
2589797137,101497292,"samsung/GT-I5500/GT-I5500/GT-I5500:2.2/FROYO/XFJPK:user/release-keys","2017-02-01 00:01:36","109.166.137.xxx",2134,355,241,"Cluj-Napoca","Romania","RO",46.7833,23.6000,"Orange Romania","Romania","RO","Sibiu","SB","Ocna Sibiului",45.94052,23.97920,61.042,"Orange Romania",1,"orange","","",5,10,"samsung","GT-I5500","gt-i5500","FROYO","samsung","GT-I5500","GT-I5500","","1652640",1,"Loamnes, Romania","Loamnes","administrative_area_level_2","Romania","RO","Sibiu","Loamnes","",""
2589797140,152079656,"InFocus/M370_00WW/FOT:6.0.1/MMB29M/00WW_2_14A:user/release-keys","2017-02-01 00:01:36","183.90.36.xxx",51259,28989,19,"Singapore","Republic of Singapore","SG",1.3000,103.8000,"SGIX","Singapore","SG","Central Singapore Community Development Council","01","Singapore",1.28393,103.85840,4.18894,"STARHUB MOBILE",1,"StarHub","525","5",15,15,"InFocus","FOT","qcom","MMB29M","InFocus","M370","M370_00WW","","1434115",1,"Singapore, Singapore","Singapore","locality","Singapore","SG","","","","018972"
2589797142,129223569,"LYF/LS-4503/LS-4503:5.1.1/LMY47V/8229d68:user/release-keys","2017-02-01 00:01:36","47.8.206.xxx",6836,0,35,"Lucknow","India","IN",26.8500,80.9200,"Jio","India","IN","Uttar Pradesh","UP","Lucknow",26.85000,80.91670,0.2034,"Jio",1,"Jio 4G","405","871",15,15,"LYF","LS-4503","qcom","LMY47V","LYF","LS-4503","LS-4503","","46866",2,"Lucknow, Uttar Pradesh 226002, India","Lucknow","locality","India","IN","Uttar Pradesh","Lucknow","","226004"
2589797145,152541495,"samsung/SC-02G/SC-02G:6.0.1/MMB29M/SC02GOMS2CPK1:user/release-keys","2017-02-01 00:01:36","49.97.111.xxx",49839,24980,29,"Tokyo","Japan","JP",35.6833,139.6833,"ASEINet","Japan","JP","Tokyo","13","Ochikawa",35.69469,139.41514,15.0882,"NTT DoCoMo,Inc.",0,"NTT DOCOMO","440","10",15,15,"samsung","SC-02G","qcom","MMB29M","samsung","SC-02G","SC-02G","","45588560",1,"","","","","","","","",""
2589797148,152337170,"OPPO/A33w/A33w:5.1/LMY47I/1482732905:user/release-keys","2017-02-01 00:01:36","27.70.75.xxx",1905,3325,45,"Hanoi","Vietnam","VN",21.0285,105.8542,"Supernet-hanoi","Vietnam","VN","Quảng Ninh Province","13","Thanh Pho Uong Bi",21.00562,106.85464,64.6136,"Viettel Corporation",0,"VIETTEL","452","4",17,17,"OPPO","A33w","mt6582","LMY47I","OPPO","A33w","A33w","","121070344",1,"tx. Quảng Yên, Quảng Ninh, Vietnam","tx. Quảng Yên","locality","Vietnam","VN","Quảng Ninh Province","","",""
2589797149,125843712,"samsung/s5neoltexx/s5neolte:5.1.1/LMY47X/G903FXXU1APB3:user/release-keys","2017-02-01 00:01:36","37.253.199.xxx",15631,577,28,"Oslo","Norway","NO",59.9494,10.7564,"Bulk Infrastructure AS","Norway","NO","Ostfold","01","Rygge",59.36477,10.77497,40.4424,"Telenor Norge AS",1,"N Telenor","242","1",15,15,"samsung","s5neolte","samsungexynos7580","LMY47X","samsung","SM-G903F","s5neoltexx","","17654533",1,"Rygge, Norway","Rygge","locality","Norway","NO","Ostfold","Rygge","","1580"
2589797151,151373414,"lge/g3_global_com/g3:6.0/MRA58K/15351124649f4:user/release-keys","2017-02-01 00:01:37","120.188.7.xxx",1233,1302,57,"Jakarta","Indonesia","ID",-6.1745,106.8227,"PT.SEWIWI INDONESIA","Indonesia","ID","Special Capital Region of Jakarta","JK","Jakarta",-6.17440,106.82940,0.460709,"PT Indosat Tbk.",1,"Indosat Ooredoo","510","1",15,15,"lge","g3","g3","MRA58K","LGE","LG-D855","g3_global_com","","7701505",2,"Central Jakarta, Central Jakarta City, Special Capital Region of Jakarta, Indonesia","Central Jakarta","locality","Indonesia","ID","Special Capital Region of Jakarta","Central Jakarta City","","10110"
2589797153,148041468,"samsung/grandprimeveltexx/grandprimevelte:5.1.1/LMY48B/G531FDDU1AOH2:user/release-keys","2017-02-01 00:01:37","47.247.97.xxx",6146,1353,80,"Bhilai","India","IN",21.1938,81.3509,"ELXER COMMUNICATIONS (P) LTD.","India","IN","Madhya Pradesh","MP","Bhopal",23.29600,77.37386,293.187,"Jio",1,"TATA DOCOMO","","",0,0,"samsung","grandprimevelte","pxa1908","LMY48B","samsung","SM-G531F","grandprimeveltexx","","1505296",1,"Bhopal, Madhya Pradesh 462001, India","Bhopal","locality","India","IN","Madhya Pradesh","Bhopal","","462038"
2589797157,152470186,"Micromax/E481/E481:5.1/LMY47D/1441713783:user/release-keys","2017-02-01 00:01:37","47.8.118.xxx",137,106,113,"Kanpur","India","IN",26.4499,80.3319,"SwiftMail Communications Ltd","India","IN","Uttar Pradesh","UP","Lucknow",26.85000,80.91670,45.5299,"Jio",1,"Jio 4G","405","871",15,15,"Micromax","E481","mt6735","LMY47D","Micromax","Micromax E481","E481","","1463860",2,"Lucknow, Uttar Pradesh 226002, India","Lucknow","locality","India","IN","Uttar Pradesh","Lucknow","","226004"
2589797160,141768449,"google/marlin/marlin:7.1.1/NMF26U/3562008:user/release-keys","2017-02-01 00:01:37","85.76.76.xxx",23057,11750,14,"Helsinki","Finland","FI",60.1708,24.9375,"Vincit","Finland","FI","Uusimaa","18","Helsinki",60.21834,24.89918,3.53968,"Elisa Oyj",1,"Elisa","244","5",15,15,"google","marlin","marlin","NMF26U","Google","Pixel XL","marlin","","458243",1,"Helsinki, Finland","Helsinki","locality","Finland","FI","Uusimaa","Helsinki","Helsinki","00320"
2589797161,140305509,"asus/WW_Phone/ASUS_Z010:6.0.1/MMB29P/13.8.26.76-20161230:user/release-keys","2017-02-01 00:01:37","114.125.175.xxx",16763,5309,36,"Makassar","Indonesia","ID",-5.1333,119.4167,"PT. Telekomunikasi Indonesia","Indonesia","ID","Central Sulawesi","ST","Tolitoli",1.04246,120.81788,438.015,"Telkomsel",1,"TELKOMSEL","510","10",0,0,"asus","ASUS_Z010","qcom","MMB29P","asus","ASUS_Z010D","WW_Phone","","92172821",1,"Baru, Baolan, Toli-Toli Regency, Central Sulawesi, Indonesia","Baru","administrative_area_level_4","Indonesia","ID","Central Sulawesi","Toli-Toli Regency","Baolan, Baru","94514"
2589797165,132426827,"samsung/j5xnltexx/j5xnlte:6.0.1/MMB29M/J510FNXXU2AQA4:user/release-keys","2017-02-01 00:01:37","117.225.4.xxx",151,111,137,"New Delhi","India","IN",28.6100,77.2300,"Spectranet","India","IN","Delhi","DL","Delhi",28.66670,77.21670,4.00426,"BSNL",1,"BSNL Mobile","404","54",4,4,"samsung","j5xnlte","qcom","MMB29M","samsung","SM-J510FN","j5xnltexx","","55002",2,"Delhi, India","Delhi","locality","India","IN","Delhi","North West Delhi","","110054"
2589797166,147362179,"Xiaomi/markw/markw:6.0.1/MMB29M/V8.0.5.0.MBECNDG:user/release-keys","2017-02-01 00:01:37","78.25.121.xxx",25471,29077,28,"Saint Petersburg","Russian Federation","RU",59.9333,30.3333,"Rostelecom","Russia","RU","St Petersburg","SPE","Saint Petersburg",60.01787,30.32179,5.86523,"PJSC MegaFon",1,"MegaFon","250","2",15,21,"Xiaomi","markw","qcom","MMB29M","Xiaomi","Redmi 4","markw","","200583938",1,"St Petersburg, Russia","Saint Petersburg","locality","Russia","RU","Saint Petersburg","gorod Sankt-Peterburg","","194017"
2589797168,148334346,"OPPO/A1601/A1601:5.1/LMY47I/1479785624:user/release-keys","2017-02-01 00:01:37","223.24.36.xxx",6727,2154,49,"Bangkok","Thailand","TH",13.7500,100.4833,"Bangmod Enterprise Co., Ltd.","Thailand","TH","Bangkok","10","Bangkok",13.78330,100.51670,3.21579,"True Internet",1,"AIS","520","0",0,0,"OPPO","A1601","mt6755","LMY47I","OPPO","A1601","A1601","","26312757",2,"Bangkok, Thailand","Bangkok","locality","Thailand","TH","","","","10300"
